"","age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb","ageC","educ.diff","wifeduc_comp"
"57",44,"40-49","Less than HS",5,-1,40,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$12500 TO 14999","EXCITING","$12500 TO 14999",0,0,"DIVORCED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",10,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LEO",13750,13750,NA,NA,NA,NA,NA,NA,NA,NA,-2.63636363636363,NA,13.2845659163987
"58",38,"30-39","Less than HS",10,-1,40,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"$15000 TO 17499","ROUTINE","$22500 TO 24999",97,12,"MARRIED","NAP","NAP","STOP WORKING","MOD. SATISFIED",10,"HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","LEO",23750,16250,10,12,40,NA,"Yes","No",0,1,-8.63636363636363,2,12
"59",89,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","$5 000 TO 5 999",6,98,"WIDOWED","YES","DOLE","NAP",NA,7,"NAP","NAP","VOTED","KEEPING HOUSE","SCORPIO",5500,-2,NA,NA,NA,NA,NA,NA,NA,NA,42.3636363636364,NA,13.2845659163987
"60",72,"60-89","Less than HS",11,-1,16,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$8 000 TO 9 999","ROUTINE","DK",97,98,"WIDOWED","NO","CLINTON","STOP WORKING","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING PARTTIME","AQUARIUS",-2,9000,NA,NA,NA,NA,NA,NA,NA,NA,25.3636363636364,NA,13.2845659163987
"61",46,"40-49","Less than HS",11,-1,20,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$5 000 TO 5 999","NAP","$5 000 TO 5 999",98,98,"DIVORCED","YES","PEROT","NAP","MOD. SATISFIED",5,"NAP","NAP","VOTED","WORKING PARTTIME","CAPRICORN",5500,5500,NA,NA,NA,NA,NA,NA,NA,NA,-0.636363636363633,NA,13.2845659163987
"62",31,"30-39","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",2,"Yes","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","NAP","DK",98,12,"MARRIED","YES","CLINTON","NAP","NAP",8,"HIGH SCHOOL","WORKING FULLTIME","VOTED","RETIRED","PISCES",-2,-2,12,8,40,NA,"Yes","No",0,1,-15.6363636363636,-4,8
"63",39,"30-39","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$25000 TO 29999","ROUTINE","$25000 TO 29999",97,97,"NEVER MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",2,"NAP","NAP","DID NOT VOTE","UNEMPL, LAID OFF","TAURUS",27500,27500,NA,NA,NA,NA,NA,NA,NA,NA,-7.63636363636363,NA,13.2845659163987
"64",66,"60-89","Less than HS",8,-1,40,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$12500 TO 14999","EXCITING","$22500 TO 24999",12,8,"WIDOWED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",8,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",23750,13750,NA,NA,NA,NA,NA,NA,NA,NA,19.3636363636364,NA,13.2845659163987
"65",38,"30-39","Less than HS",11,-1,40,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",6,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$22500 TO 24999",10,97,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",23750,-2,NA,NA,NA,NA,NA,NA,NA,NA,-8.63636363636363,NA,13.2845659163987
"66",67,"60-89","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"PRETTY HAPPY","NOT TOO HAPPY",11,"NAP","NAP","$10000 TO 12499",4,97,"MARRIED","NO","CLINTON","NAP","NAP",7,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","LIBRA",11250,-2,11,9,NA,NA,"No","No",0,0,20.3636363636364,-2,9
"67",61,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NOT TOO HAPPY","NOT TOO HAPPY",8,"NAP","DULL","$7 000 TO 7 999",8,98,"MARRIED","DK","NAP","NAP","NAP",3,"LT HIGH SCHOOL","RETIRED","DID NOT VOTE","RETIRED","TAURUS",7500,-2,8,8,NA,NA,"No","No",0,0,14.3636363636364,0,8
"68",29,"18-29","Less than HS",10,-1,40,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",2,"No","No","No","No",-1,"NOT TOO HAPPY","PRETTY HAPPY",15,"REFUSED","NAP","REFUSED",12,99,"MARRIED","YES","NAP","NAP","VERY SATISFIED",12,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","ARIES",-1,-1,15,10,40,40,"Yes","Yes",1,1,-17.6363636363636,-5,10
"69",32,"30-39","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","REFUSED",11,99,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","AQUARIUS",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,-14.6363636363636,NA,13.2845659163987
"70",19,"18-29","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$5 000 TO 5 999",12,97,"NEVER MARRIED","NAP","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","INELIGIBLE","KEEPING HOUSE","VIRGO",5500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-27.6363636363636,NA,13.2845659163987
"71",83,"60-89","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","ROUTINE","$15000 TO 17499",7,7,"NEVER MARRIED","YES","CLINTON","NAP","NAP",1,"NAP","NAP","VOTED","RETIRED","LIBRA",16250,-2,NA,NA,NA,NA,NA,NA,NA,NA,36.3636363636364,NA,13.2845659163987
"72",62,"60-89","Less than HS",6,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$5 000 TO 5 999",5,98,"DIVORCED","YES","CLINTON","NAP","NAP",4,"NAP","NAP","VOTED","RETIRED","CAPRICORN",5500,-2,NA,NA,NA,NA,NA,NA,NA,NA,15.3636363636364,NA,13.2845659163987
"73",38,"30-39","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$5 000 TO 5 999","ROUTINE","$5 000 TO 5 999",98,98,"SEPARATED","DK","NAP","CONTINUE WORKING","VERY SATISFIED",7,"NAP","NAP","DID NOT VOTE","UNEMPL, LAID OFF","AQUARIUS",5500,5500,NA,NA,NA,NA,NA,NA,NA,NA,-8.63636363636363,NA,13.2845659163987
"74",89,"60-89","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",5,"NAP","NAP","DK",6,98,"MARRIED","YES","CLINTON","NAP","NAP",9,"LT HIGH SCHOOL","RETIRED","VOTED","RETIRED","CAPRICORN",-2,-2,5,9,NA,NA,"No","No",0,0,42.3636363636364,4,9
"75",61,"60-89","Less than HS",11,-1,15,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","NAP","REFUSED",98,8,"DIVORCED","DK","NAP","NAP","VERY SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING PARTTIME","SCORPIO",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,14.3636363636364,NA,13.2845659163987
"76",59,"50-59","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP",NA,6,98,"WIDOWED","YES","CLINTON","NAP",NA,3,"NAP","NAP","VOTED","KEEPING HOUSE","PISCES",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,12.3636363636364,NA,13.2845659163987
"77",19,"18-29","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"DK","EXCITING","DK",10,12,"DIVORCED","DK","NAP","CONTINUE WORKING","VERY DISSATISFIED",7,"NAP","NAP","INELIGIBLE","UNEMPL, LAID OFF","GEMINI",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,-27.6363636363636,NA,13.2845659163987
"78",62,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$6 000 TO 6 999",0,98,"WIDOWED","DK","NAP","NAP","NAP",17,"NAP","NAP","DID NOT VOTE","OTHER","LIBRA",6500,-2,NA,NA,NA,NA,NA,NA,NA,NA,15.3636363636364,NA,13.2845659163987
"79",67,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",0,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","$7 000 TO 7 999",98,0,"WIDOWED","YES","CLINTON","NAP","NAP",6,"NAP","NAP","VOTED","RETIRED","VIRGO",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA,20.3636363636364,NA,13.2845659163987
"80",54,"50-59","Less than HS",8,-1,68,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",2,"$40000 TO 49999","EXCITING","$40000 TO 49999",99,99,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",6,"LT HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",45000,45000,8,2,68,NA,"Yes","No",0,1,7.36363636363637,-6,2
"81",84,"60-89","Less than HS",7,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","DULL","$10000 TO 12499",8,8,"WIDOWED","NAP","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","AQUARIUS",11250,-2,NA,NA,NA,NA,NA,NA,NA,NA,37.3636363636364,NA,13.2845659163987
"82",63,"60-89","Less than HS",6,-1,55,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","ROUTINE","$40000 TO 49999",97,97,"WIDOWED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SCORPIO",45000,21250,NA,NA,NA,NA,NA,NA,NA,NA,16.3636363636364,NA,13.2845659163987
"83",63,"60-89","Less than HS",4,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"UNDER $1 000","ROUTINE","DK",9,7,"MARRIED","NAP","CLINTON","NAP","NAP",13,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","LEO",-2,500,4,12,NA,NA,"No","No",0,0,16.3636363636364,8,12
"84",28,"18-29","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"NAP",NA,97,"NAP","NAP","$4 000 TO 4 999",12,97,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",1,"NAP","NAP","DONT KNOW/REMMBR","KEEPING HOUSE","ARIES",4500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-18.6363636363636,NA,13.2845659163987
"85",50,"50-59","Less than HS",11,-1,15,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",16,"$60000 TO 74999","EXCITING","$60000 TO 74999",97,97,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"BACHELOR","OTHER","VOTED","WORKING FULLTIME","PISCES",67500,67500,16,11,NA,15,"No","Yes",1,0,3.36363636363637,-5,11
"86",43,"40-49","Less than HS",13,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","UNDER $1 000",2,99,"SEPARATED","YES","CLINTON","NAP","NAP",6,"NAP","NAP","VOTED","OTHER","CANCER",500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-3.63636363636363,NA,13.2845659163987
"87",19,"18-29","Less than HS",11,0,-1,"Less than high school","One hour or less",0.25,"Female",-1,"Ask Jeeves",1,"Yes","No","Yes","Yes",0.25,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","EXCITING","DK",14,14,"NEVER MARRIED","YES","NAP","NAP","NAP",1,"NAP","NAP","INELIGIBLE","SCHOOL","VIRGO",-2,2000,NA,NA,NA,NA,NA,NA,NA,NA,-27.6363636363636,NA,13.2845659163987
"88",46,"40-49","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",40,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"$12500 TO 14999","EXCITING","$22500 TO 24999",8,12,"MARRIED","YES","NAP","NAP","NAP",3,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","OTHER","PISCES",23750,13750,10,12,NA,40,"No","Yes",1,0,-0.636363636363633,2,12
"89",61,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",3,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$8 000 TO 9 999",98,8,"DIVORCED","YES","CLINTON","NAP","NAP",22,"NAP","NAP","VOTED","RETIRED","CAPRICORN",9000,-2,NA,NA,NA,NA,NA,NA,NA,NA,14.3636363636364,NA,13.2845659163987
"90",68,"60-89","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","NAP","REFUSED",98,98,"MARRIED","YES","DOLE","NAP","NAP",4,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","CANCER",-1,-2,11,12,NA,NA,"No","No",0,0,21.3636363636364,1,12
"91",19,"18-29","Less than HS",11,2,-1,"Less than high school","1+ to  4 hours",2,"Female",-1,"Not applicable",8,"Yes","Yes","Yes","No",0,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$7 000 TO 7 999",12,12,"NEVER MARRIED","YES","NAP","NAP","NAP",2,"NAP","NAP","INELIGIBLE","SCHOOL","CANCER",7500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-27.6363636363636,NA,13.2845659163987
"92",61,"60-89","Less than HS",8,-1,32,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$17500 TO 19999","NAP","$25000 TO 29999",12,12,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",27500,18750,12,8,40,32,"Yes","Yes",1,1,14.3636363636364,-4,8
"93",71,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",12,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","$4 000 TO 4 999",98,97,"WIDOWED","DK","NAP","NAP",NA,6,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","SAGITTARIUS",4500,-2,NA,NA,NA,NA,NA,NA,NA,NA,24.3636363636364,NA,13.2845659163987
"94",41,"40-49","Less than HS",10,-1,30,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"REFUSED","DULL","REFUSED",12,12,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,-5.63636363636363,NA,13.2845659163987
"95",78,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","$8 000 TO 9 999",98,98,"WIDOWED","YES","CLINTON","NAP","NAP",2,"NAP","NAP","VOTED","RETIRED","PISCES",9000,-2,NA,NA,NA,NA,NA,NA,NA,NA,31.3636363636364,NA,13.2845659163987
"96",21,"18-29","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$12500 TO 14999",10,12,"NEVER MARRIED","NAP","NAP","NAP","NAP",2,"NAP","NAP","INELIGIBLE","SCHOOL","ARIES",13750,-2,NA,NA,NA,NA,NA,NA,NA,NA,-25.6363636363636,NA,13.2845659163987
"97",60,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"NAP","ROUTINE","$12500 TO 14999",9,9,"MARRIED","NAP","NAP","NAP","VERY SATISFIED",1,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","LEO",13750,-2,10,10,40,NA,"Yes","No",0,1,13.3636363636364,0,10
"98",83,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",12,"No","No","No","No",-1,"NAP",NA,97,"NAP","NAP","UNDER $1 000",98,97,"WIDOWED","DK","NAP","NAP","NAP",2,"NAP","NAP","DID NOT VOTE","RETIRED","SCORPIO",500,-2,NA,NA,NA,NA,NA,NA,NA,NA,36.3636363636364,NA,13.2845659163987
"99",20,"18-29","Less than HS",9,-1,47,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$1 000 TO 2 999","ROUTINE","$30000 TO 34999",12,98,"NEVER MARRIED","NAP","NAP","STOP WORKING","VERY SATISFIED",1,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","ARIES",32500,2000,NA,NA,NA,NA,NA,NA,NA,NA,-26.6363636363636,NA,13.2845659163987
"100",60,"60-89","Less than HS",6,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",10,"NAP","ROUTINE","$6 000 TO 6 999",98,98,"MARRIED","NAP","NAP","NAP",NA,4,"LT HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","KEEPING HOUSE","AQUARIUS",6500,-2,6,10,NA,NA,"No","No",0,0,13.3636363636364,4,10
"101",58,"50-59","Less than HS",10,-1,25,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",11,"$25000 TO 29999","ROUTINE","$25000 TO 29999",98,6,"MARRIED","NAP","NAP","STOP WORKING","VERY SATISFIED",2,"HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING PARTTIME","GEMINI",27500,27500,10,11,25,NA,"No","No",0,0,11.3636363636364,1,11
"102",67,"60-89","Less than HS",9,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"NOT TOO HAPPY","NOT TOO HAPPY",8,"NAP","EXCITING","$8 000 TO 9 999",98,97,"MARRIED","YES","CLINTON","NAP","NAP",7,"LT HIGH SCHOOL","RETIRED","VOTED","RETIRED","GEMINI",9000,-2,9,8,NA,NA,"No","No",0,0,20.3636363636364,-1,8
"103",38,"30-39","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",10,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","DK",12,97,"SEPARATED","NO","NAP","NAP","VERY SATISFIED",11,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","ARIES",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,-8.63636363636363,NA,13.2845659163987
"104",40,"40-49","Less than HS",12,-1,-1,"Less than high school","Not Internet user",-1,"Female",40,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",11,"NAP","NAP","$22500 TO 24999",11,98,"MARRIED","YES","NAP","NAP","MOD. SATISFIED",6,"LT HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","ARIES",23750,-2,11,12,40,NA,"Yes","No",0,1,-6.63636363636363,1,12
"105",32,"30-39","Less than HS",11,-1,46,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",11,"$30000 TO 34999","EXCITING","$35000 TO 39999",10,6,"MARRIED","NO","NAP","CONTINUE WORKING","VERY SATISFIED",2,"LT HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","SCORPIO",37500,32500,11,11,46,NA,"Yes","No",0,1,-14.6363636363636,0,11
"106",47,"40-49","Less than HS",8,-1,40,"Less than high school","Not Internet user",-1,"Male",40,"Not applicable",10,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"UNDER $1 000","EXCITING","$12500 TO 14999",9,12,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","VIRGO",13750,500,8,12,40,40,"Yes","Yes",1,1,0.363636363636367,4,12
"107",45,"40-49","Less than HS",11,-1,20,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",4,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","ROUTINE","$20000 TO 22499",6,10,"NEVER MARRIED","DK","NAP","STOP WORKING","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING PARTTIME","AQUARIUS",21250,16250,NA,NA,NA,NA,NA,NA,NA,NA,-1.63636363636363,NA,13.2845659163987
"108",73,"60-89","Less than HS",11,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","DK",7,98,"WIDOWED","NAP","NAP","NAP",NA,3,"NAP","NAP","DONT KNOW/REMMBR","KEEPING HOUSE","CANCER",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,26.3636363636364,NA,13.2845659163987
"109",35,"30-39","Less than HS",11,-1,40,"Less than high school","Not Internet user",-1,"Male",25,"Not applicable",11,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"$6 000 TO 6 999","NAP","$10000 TO 12499",0,4,"MARRIED","NO","NAP","NAP","MOD. SATISFIED",8,"LT HIGH SCHOOL","WORKING PARTTIME","DID NOT VOTE","WORKING FULLTIME","LIBRA",11250,6500,11,10,40,25,"Yes","No",0,1,-11.6363636363636,-1,10
"110",73,"60-89","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",6,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",8,"NAP","NAP","$30000 TO 34999",12,98,"MARRIED","YES","DONT KNOW","NAP",NA,7,"LT HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","TAURUS",32500,-2,8,10,NA,NA,"No","No",0,0,26.3636363636364,2,10
"111",37,"30-39","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Male",-1,"Not applicable",7,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$5 000 TO 5 999","DULL","$10000 TO 12499",98,97,"SEPARATED","DK","NAP","CONTINUE WORKING","A LITTLE DISSAT",6,"NAP","NAP","DID NOT VOTE","UNEMPL, LAID OFF","SAGITTARIUS",11250,5500,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
"112",71,"60-89","Less than HS",8,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",8,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"DK","NAP","DK",8,98,"WIDOWED","DK","CLINTON","NAP","NAP",9,"NAP","NAP","VOTED","RETIRED","GEMINI",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,24.3636363636364,NA,13.2845659163987
"113",18,"18-29","Less than HS",11,-1,25,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"$4 000 TO 4 999","NAP","$15000 TO 17499",12,97,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",5,"NAP","NAP","INELIGIBLE","WORKING PARTTIME","CAPRICORN",16250,4500,NA,NA,NA,NA,NA,NA,NA,NA,-28.6363636363636,NA,13.2845659163987
"114",68,"60-89","Less than HS",12,1,60,"Less than high school","One hour or less",1,"Male",-1,"Not applicable",-1,"Yes","Yes","Yes","No",0,"VERY HAPPY","PRETTY HAPPY",12,"$60000 TO 74999","EXCITING","$60000 TO 74999",10,98,"MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","KEEPING HOUSE","VOTED","WORKING FULLTIME","SCORPIO",67500,67500,12,12,60,NA,"Yes","No",0,1,21.3636363636364,0,12
"115",37,"30-39","Less than HS",10,-1,-1,"Less than high school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$4 000 TO 4 999",98,98,"DIVORCED","YES","NAP","NAP","MOD. SATISFIED",4,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","PISCES",4500,-2,NA,NA,NA,NA,NA,NA,NA,NA,-9.63636363636363,NA,13.2845659163987
